/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556201450.358,33.166,7.859,58.724,0.031,0.0,0.220,1750993.0,1152274.0,251754.0,64353.0,0.0,0.0,943668.0,785164.0,725912.0,623310.0,0.0,0.0,581523.0,499344.0,0.0,0.0,501614.0,509376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403617.0,6952860.0,0.0,1462272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,19798462464.0,1668702208.0,25688829952.0,52791615488.0,0.0,0.0
1556201451.357,31.329,7.273,61.146,0.063,0.0,0.189,1625386.0,1311984.0,386374.0,118514.0,0.0,0.0,586251.0,487795.0,949233.0,724955.0,0.0,0.0,848574.0,694264.0,0.0,0.0,647971.0,527917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6901404.0,7190656.0,0.0,1978368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,19842383872.0,1668702208.0,25690083328.0,52746440704.0,0.0,0.0
1556201452.358,3.018,0.723,96.102,0.031,0.0,0.126,481652.0,352383.0,85838.0,1569.0,0.0,0.0,550080.0,412226.0,8753.0,33047.0,0.0,0.0,159375.0,124711.0,0.0,0.0,167358.0,157725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967678.0,2090373.0,0.0,602112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,19843264512.0,1668702208.0,25690804224.0,52744839168.0,0.0,0.0
1556201453.358,8.642,2.074,88.969,0.031,0.0,0.283,1305488.0,1086555.0,220485.0,55815.0,0.0,0.0,480867.0,362530.0,918909.0,671233.0,0.0,0.0,662950.0,511568.0,0.0,0.0,462044.0,373862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5587570.0,5792291.0,0.0,1286144.0,0.0,0.0,0.0,6926336.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,19.0,0.0,0.0,19845369856.0,1668702208.0,25691852800.0,52741685248.0,0.0,0.0
1556201454.358,5.573,1.409,92.830,0.0,0.0,0.188,813466.0,595590.0,251851.0,64246.0,0.0,0.0,586973.0,465663.0,165581.0,189393.0,0.0,0.0,300713.0,268067.0,0.0,0.0,344975.0,322920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306394.0,3509680.0,0.0,1323008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,19846397952.0,1668702208.0,25692663808.0,52739846144.0,0.0,0.0
1556201455.358,5.906,1.414,92.429,0.031,0.0,0.220,1073991.0,757020.0,220011.0,55191.0,0.0,0.0,427940.0,357743.0,577444.0,486085.0,0.0,0.0,364522.0,330173.0,0.0,0.0,489068.0,394186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4245267.0,4540472.0,0.0,1183744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,19846729728.0,1668702208.0,25693302784.0,52738875392.0,0.0,0.0
1556201456.358,7.288,1.658,90.866,0.0,0.0,0.188,1092758.0,846923.0,251996.0,64606.0,0.0,0.0,450312.0,370358.0,637128.0,493099.0,0.0,0.0,698966.0,573084.0,0.0,0.0,137259.0,179823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4453125.0,4684202.0,0.0,1687552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,19847208960.0,1668702208.0,25694535680.0,52737163264.0,0.0,0.0
1556201457.358,6.648,1.323,91.871,0.0,0.0,0.158,1123775.0,806703.0,385812.0,117940.0,0.0,0.0,277533.0,348033.0,742766.0,594806.0,0.0,0.0,599416.0,491973.0,0.0,0.0,269295.0,276619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4528439.0,4772505.0,0.0,2113536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,19846496256.0,1668702208.0,25695477760.0,52736933888.0,0.0,0.0
1556201458.358,5.849,1.352,92.610,0.031,0.0,0.157,803526.0,716195.0,251139.0,55919.0,0.0,0.0,288218.0,182324.0,625481.0,479122.0,0.0,0.0,550433.0,433488.0,0.0,0.0,213244.0,206069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3748223.0,3881336.0,0.0,1368064.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,7.0,0.0,0.0,19847438336.0,1668702208.0,25696419840.0,52735049728.0,0.0,0.0
1556201459.358,2.966,1.062,95.879,0.0,0.0,0.094,434816.0,316360.0,220561.0,63740.0,0.0,0.0,147504.0,151849.0,149683.0,165530.0,0.0,0.0,337976.0,279292.0,0.0,0.0,104000.0,122622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839593.0,1948623.0,0.0,1253376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,19846967296.0,1668702208.0,25696948224.0,52734992384.0,0.0,0.0
1556201460.358,5.893,1.481,92.499,0.0,0.0,0.126,794017.0,636985.0,306009.0,57104.0,0.0,0.0,144337.0,171704.0,636567.0,503162.0,0.0,0.0,566246.0,460066.0,0.0,0.0,156405.0,173516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3505356.0,3650156.0,0.0,1908736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,19847471104.0,1668702208.0,25697886208.0,52733550592.0,0.0,0.0
1556201461.358,3.912,1.158,94.836,0.0,0.0,0.094,578095.0,443686.0,251703.0,64198.0,0.0,0.0,152029.0,162595.0,442285.0,356816.0,0.0,0.0,423390.0,348129.0,0.0,0.0,23396.0,81664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497827.0,2623820.0,0.0,1335296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,19848699904.0,1668702208.0,25698697216.0,52731510784.0,0.0,0.0
1556201462.358,2.287,0.627,97.055,0.0,0.0,0.031,362078.0,298354.0,0.0,0.0,0.0,0.0,0.0,0.0,536274.0,357647.0,0.0,0.0,165499.0,130502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489132.0,1549030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19850125312.0,1668702208.0,25698951168.0,52729831424.0,0.0,0.0
1556201463.358,3.042,1.003,95.861,0.0,0.0,0.094,472195.0,349771.0,0.0,0.0,0.0,0.0,276246.0,196482.0,158436.0,122665.0,0.0,0.0,153771.0,120504.0,0.0,0.0,244673.0,177314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802558.0,1917336.0,0.0,0.0,0.0,0.0,0.0,4616192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,19850653696.0,1668702208.0,25699168256.0,52729085952.0,0.0,0.0
1556201464.358,3.070,0.877,95.927,0.0,0.0,0.125,518678.0,334177.0,0.0,0.0,0.0,0.0,92857.0,92442.0,148131.0,145779.0,0.0,0.0,624181.0,442683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883836.0,2056963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19850825728.0,1668702208.0,25699442688.0,52728639488.0,0.0,0.0
1556201465.358,7.138,1.503,91.108,0.031,0.0,0.219,1135020.0,820062.0,283050.0,72495.0,0.0,0.0,625096.0,498512.0,621935.0,507401.0,0.0,0.0,142405.0,216355.0,0.0,0.0,465746.0,433134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4408835.0,4702865.0,0.0,1384448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,19851567104.0,1668702208.0,25700372480.0,52726968320.0,0.0,0.0
1556201466.358,9.969,2.298,87.422,0.0,0.0,0.311,1480399.0,1035800.0,0.0,0.0,0.0,0.0,701480.0,552480.0,576004.0,434186.0,0.0,0.0,509845.0,394452.0,0.0,0.0,663426.0,523183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5401704.0,5817635.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19853234176.0,1668702208.0,25701138432.0,52724535296.0,0.0,0.0
1556201467.358,4.240,1.131,94.567,0.0,0.0,0.063,701288.0,556229.0,0.0,0.0,0.0,0.0,567528.0,379145.0,148633.0,117834.0,0.0,0.0,394960.0,284037.0,0.0,0.0,212073.0,160309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823282.0,2959339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19857547264.0,1668702208.0,25701736448.0,52719624192.0,0.0,0.0
1556201468.358,7.565,1.813,90.372,0.0,0.0,0.250,1269251.0,830689.0,266511.0,64701.0,0.0,0.0,566101.0,469928.0,693376.0,577411.0,0.0,0.0,339643.0,344242.0,0.0,0.0,476015.0,456443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827826.0,5235574.0,0.0,1376256.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,7.0,0.0,0.0,19895357440.0,1668702208.0,25702313984.0,52681236480.0,0.0,0.0
1556201469.358,5.679,1.466,92.699,0.0,0.0,0.156,902930.0,797929.0,0.0,264.0,0.0,0.0,588962.0,402714.0,607992.0,411608.0,0.0,0.0,340933.0,249868.0,0.0,0.0,232884.0,134178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766384.0,3867713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19928854528.0,1668702208.0,25703333888.0,52646719488.0,0.0,0.0
1556201470.358,10.118,2.273,87.267,0.0,0.0,0.342,1512598.0,1101614.0,282280.0,71961.0,0.0,0.0,560728.0,490550.0,588414.0,509478.0,0.0,0.0,797784.0,634160.0,0.0,0.0,653459.0,542330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5957998.0,6340172.0,0.0,1490944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,19967148032.0,1668702208.0,25704411136.0,52607348736.0,0.0,0.0
1556201471.358,28.549,4.029,67.170,0.063,0.0,0.189,1438029.0,972454.0,432618.0,135363.0,0.0,0.0,782018.0,697853.0,535796.0,480528.0,0.0,0.0,404810.0,400387.0,0.0,0.0,624975.0,558979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5591160.0,6031797.0,0.0,2293760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,20014444544.0,1668702208.0,25705603072.0,52558860288.0,0.0,0.0
1556201472.358,9.401,2.100,88.280,0.0,0.0,0.219,1351475.0,1153635.0,282652.0,65624.0,0.0,0.0,697467.0,506597.0,760459.0,575401.0,0.0,0.0,519433.0,439747.0,0.0,0.0,621624.0,503817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5859279.0,6024886.0,0.0,1458176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,20023115776.0,1668702208.0,25706868736.0,52548923392.0,0.0,0.0
1556201473.358,8.814,2.283,88.618,0.0,0.0,0.285,1465948.0,1158916.0,368655.0,73444.0,0.0,0.0,579097.0,485600.0,866112.0,691850.0,0.0,0.0,898596.0,691250.0,0.0,0.0,416129.0,386726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6248483.0,6535134.0,0.0,1896448.0,0.0,0.0,0.0,6705152.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,16.0,0.0,0.0,20052525056.0,1668702208.0,25708355584.0,52518027264.0,0.0,0.0
1556201474.358,9.403,2.296,87.925,0.0,0.0,0.377,1445454.0,1174111.0,282647.0,64935.0,0.0,0.0,583756.0,474467.0,728282.0,556856.0,0.0,0.0,616038.0,496697.0,0.0,0.0,807796.0,621438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6127271.0,6380444.0,0.0,1396736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,20096176128.0,1668702208.0,25709740032.0,52472991744.0,0.0,0.0
1556201475.358,9.293,2.284,88.138,0.032,0.0,0.254,1707427.0,1215680.0,448185.0,135774.0,0.0,0.0,588709.0,528111.0,1037819.0,818180.0,0.0,0.0,708013.0,638161.0,0.0,0.0,644360.0,572917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6895764.0,7354395.0,0.0,2035712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,20135079936.0,1668702208.0,25711067136.0,52432760832.0,0.0,0.0
1556201476.358,6.354,1.258,92.230,0.0,0.0,0.157,1045929.0,917113.0,383745.0,73390.0,0.0,0.0,742801.0,583927.0,558908.0,467478.0,0.0,0.0,414866.0,356136.0,0.0,0.0,302140.0,290790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704254.0,4825012.0,0.0,2195456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,20164096000.0,1668702208.0,25712586752.0,52402225152.0,0.0,0.0
1556201477.358,1.661,0.470,97.806,0.0,0.0,0.063,255196.0,218810.0,0.0,0.0,0.0,0.0,133029.0,90970.0,126721.0,83661.0,0.0,0.0,127702.0,85214.0,0.0,0.0,132281.0,90830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089194.0,1124284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20171526144.0,1668702208.0,25712738304.0,52394643456.0,0.0,0.0
1556201478.358,30.316,6.138,63.263,0.063,0.0,0.219,1174337.0,900195.0,266811.0,65452.0,0.0,0.0,300080.0,288235.0,598712.0,482240.0,0.0,0.0,514579.0,433120.0,178.0,112.0,692692.0,532467.0,178.0,112.0,178.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4811958.0,5064910.0,0.0,1409024.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,7.0,0.0,0.0,20232847360.0,1668702208.0,25713762304.0,52332298240.0,0.0,0.0
1556201479.357,7.291,1.571,91.043,0.0,0.0,0.094,1185069.0,771385.0,282361.0,71702.0,0.0,0.0,698881.0,578365.0,610236.0,501372.0,178.0,112.0,276963.0,304875.0,0.0,0.0,345303.0,369636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536131.0,4921697.0,0.0,1441792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,20235362304.0,1668702208.0,25714601984.0,52328943616.0,0.0,0.0
1556201480.358,3.606,1.066,95.202,0.0,0.0,0.125,716218.0,533507.0,0.0,0.0,0.0,0.0,163430.0,120104.0,375035.0,313788.0,0.0,0.0,454241.0,333894.0,0.0,0.0,241231.0,158144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690197.0,2852764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20261019648.0,1668702208.0,25715208192.0,52302680064.0,0.0,0.0
1556201481.358,7.279,1.906,90.503,0.031,0.0,0.281,971498.0,827877.0,267377.0,66009.0,0.0,0.0,515521.0,412544.0,551445.0,406820.0,0.0,0.0,455780.0,371805.0,0.0,0.0,337212.0,308117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4260363.0,4402196.0,0.0,1363968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,20304588800.0,1668702208.0,25716162560.0,52258156544.0,0.0,0.0
1556201482.358,7.439,2.009,90.427,0.0,0.0,0.126,1146379.0,793209.0,282885.0,72130.0,0.0,0.0,573063.0,471987.0,437422.0,402730.0,0.0,0.0,582851.0,492730.0,0.0,0.0,309493.0,327399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4468239.0,4799205.0,0.0,1404928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,20374564864.0,1668702208.0,25717014528.0,52187328512.0,0.0,0.0
1556201483.358,7.770,1.541,90.563,0.0,0.0,0.126,1149848.0,874300.0,314264.0,66515.0,0.0,0.0,322964.0,328980.0,715363.0,568250.0,0.0,0.0,457042.0,415769.0,84.0,84.0,533516.0,440033.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4724500.0,4984158.0,0.0,1425408.0,0.0,0.0,0.0,6590464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,16.0,0.0,0.0,20434202624.0,1668702208.0,25718206464.0,52126498816.0,0.0,0.0
1556201484.358,7.605,2.074,90.069,0.0,0.0,0.251,1144434.0,843467.0,643604.0,132027.0,0.0,0.0,314483.0,368754.0,692063.0,649336.0,84.0,84.0,669635.0,623662.0,0.0,0.0,319822.0,370551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4984599.0,5265799.0,0.0,3010560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,20507049984.0,1668702208.0,25719422976.0,52052434944.0,0.0,0.0
