/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth165e084 = 10000"
"netBandwidth.veth165e084 = 12500000"
"netFullDuplex.veth165e084 = full"
"netSpeed.veth476bbe7 = 10000"
"netBandwidth.veth476bbe7 = 12500000"
"netFullDuplex.veth476bbe7 = full"
"netSpeed.veth71caa76 = 10000"
"netBandwidth.veth71caa76 = 12500000"
"netFullDuplex.veth71caa76 = full"
"netSpeed.veth9720a50 = 10000"
"netBandwidth.veth9720a50 = 12500000"
"netFullDuplex.veth9720a50 = full"
"netSpeed.vetha7962eb = 10000"
"netBandwidth.vetha7962eb = 12500000"
"netFullDuplex.vetha7962eb = full"
"netSpeed.vethb741a0c = 10000"
"netBandwidth.vethb741a0c = 12500000"
"netFullDuplex.vethb741a0c = full"
"netSpeed.vethd8d6539 = 10000"
"netBandwidth.vethd8d6539 = 12500000"
"netFullDuplex.vethd8d6539 = full"
"netSpeed.vethfb15e38 = 10000"
"netBandwidth.vethfb15e38 = 12500000"
"netFullDuplex.vethfb15e38 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth165e084,veth476bbe7,veth71caa76,veth9720a50,vetha7962eb,vethb741a0c,vethd8d6539,vethfb15e38,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:24:52 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth165e084",,"net/veth476bbe7",,"net/veth71caa76",,"net/veth9720a50",,"net/vetha7962eb",,"net/vethb741a0c",,"net/vethd8d6539",,"net/vethfb15e38",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556199449.689,51.140,6.742,39.422,0.449,0.0,2.247,10804828.0,5647456.0,2820613.0,7815404.0,2688325.0,7807589.0,2779660.0,7441418.0,0.0,0.0,2656057.0,7733292.0,24674732.0,6656817.0,0.0,0.0,0.0,0.0,54410674.0,59546045.0,0.0,193359872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22950.0,0.0,0.0,0.0,0.0,0.0,0.0,8468148224.0,1668333568.0,36274786304.0,53536342016.0,0.0,0.0
1556199450.689,51.137,8.037,38.104,0.576,0.0,2.145,10879213.0,5571905.0,2802834.0,7766836.0,2669578.0,7755927.0,2763716.0,7576169.0,0.0,0.0,2616118.0,7151471.0,24145612.0,6703625.0,0.0,0.0,0.0,0.0,53763888.0,59007989.0,0.0,255979520.0,0.0,0.0,0.0,57638912.0,0.0,0.0,0.0,952.0,0.0,0.0,0.0,10712.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23853.0,0.0,0.0,0.0,116.0,0.0,0.0,8472551424.0,1668341760.0,36340072448.0,53466644480.0,0.0,0.0
1556199451.689,51.902,7.834,37.653,0.709,0.0,1.902,10781638.0,5554007.0,2752427.0,7784371.0,2638969.0,7771634.0,2772007.0,7209180.0,0.0,0.0,2649212.0,7780182.0,24471303.0,6637752.0,178.0,112.0,0.0,0.0,53917847.0,59105488.0,0.0,320978944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27243.0,0.0,0.0,0.0,0.0,0.0,0.0,8472854528.0,1668341760.0,36346761216.0,53459652608.0,0.0,0.0
1556199452.688,51.949,7.700,37.348,0.607,0.0,2.396,10822368.0,5593120.0,2803118.0,7773001.0,2675374.0,7760341.0,2766247.0,7590188.0,0.0,0.0,2628441.0,7120923.0,24134401.0,6667154.0,0.0,0.0,0.0,0.0,53758534.0,58945871.0,0.0,276004864.0,0.0,0.0,0.0,110592.0,0.0,0.0,0.0,1144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25839.0,0.0,0.0,0.0,8.0,0.0,0.0,8483020800.0,1668341760.0,36315852800.0,53480394752.0,0.0,0.0
1556199453.689,50.635,8.323,38.183,0.540,0.0,2.319,10882156.0,5585408.0,2773936.0,7864165.0,2674412.0,7864361.0,2770057.0,7553390.0,0.0,0.0,2641471.0,7616722.0,24811155.0,6713750.0,0.0,0.0,0.0,0.0,54436296.0,59687514.0,0.0,268496896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,25789.0,0.0,0.0,0.0,0.0,0.0,0.0,8482668544.0,1668349952.0,36417118208.0,53379473408.0,0.0,0.0
1556199454.689,51.966,7.483,38.047,0.507,0.0,1.997,10898960.0,5635402.0,2820293.0,7771041.0,2671653.0,7803192.0,2762438.0,7541850.0,0.0,0.0,2673750.0,7450628.0,24488389.0,6728732.0,0.0,0.0,0.0,0.0,54289711.0,59448724.0,0.0,233349120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24916.0,0.0,0.0,0.0,0.0,0.0,0.0,8479272960.0,1668349952.0,36390064128.0,53409923072.0,0.0,0.0
1556199455.689,50.321,7.198,39.621,0.450,0.0,2.410,10825270.0,5638409.0,2823745.0,7861421.0,2723291.0,7821261.0,2753301.0,7577726.0,0.0,0.0,2678323.0,7951115.0,25016030.0,6676448.0,0.0,0.0,0.0,0.0,54839658.0,60039511.0,0.0,195608576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23390.0,0.0,0.0,0.0,0.0,0.0,0.0,8480645120.0,1668349952.0,36429856768.0,53368758272.0,0.0,0.0
1556199456.689,51.000,6.955,39.727,0.286,0.0,2.032,10809727.0,5645909.0,2804550.0,7729329.0,2706492.0,7781994.0,2766955.0,7702130.0,0.0,0.0,2643756.0,7697276.0,24785045.0,6654809.0,84.0,84.0,0.0,0.0,54477550.0,59631707.0,0.0,145297408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,22261.0,0.0,0.0,0.0,0.0,0.0,0.0,8483434496.0,1668349952.0,36462034944.0,53333790720.0,0.0,0.0
1556199457.689,51.257,7.028,39.104,0.419,0.0,2.192,10880749.0,5674113.0,2825980.0,7807896.0,2684244.0,7755667.0,2792470.0,7540895.0,0.0,0.0,2689563.0,7787009.0,24763927.0,6705712.0,0.0,0.0,0.0,0.0,54696811.0,59812515.0,0.0,154120192.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23594.0,0.0,0.0,0.0,3.0,0.0,0.0,8481947648.0,1668349952.0,36489932800.0,53307379712.0,0.0,0.0
1556199458.689,51.458,7.134,38.713,0.380,0.0,2.315,10832610.0,5663366.0,2818464.0,7811170.0,2700130.0,7809666.0,2783469.0,7518444.0,0.0,0.0,2678735.0,7810558.0,24838401.0,6673760.0,0.0,0.0,0.0,0.0,54633302.0,59762111.0,0.0,188563456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23752.0,0.0,0.0,0.0,0.0,0.0,0.0,8485584896.0,1668354048.0,36576481280.0,53217189888.0,0.0,0.0
1556199459.689,52.067,7.397,37.726,0.614,0.0,2.196,10955185.0,5613758.0,2804497.0,7889093.0,2681955.0,7893323.0,2770627.0,7376627.0,0.0,0.0,2654496.0,7254664.0,24289560.0,6785884.0,0.0,0.0,0.0,0.0,54107921.0,59420580.0,0.0,275554304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26140.0,0.0,0.0,0.0,0.0,0.0,0.0,8486920192.0,1668354048.0,36639522816.0,53152813056.0,0.0,0.0
1556199460.688,52.648,7.786,36.726,0.670,0.0,2.170,10697218.0,5534806.0,2757937.0,7666804.0,2651649.0,7669846.0,2735483.0,7367045.0,0.0,0.0,2609494.0,7521815.0,24190921.0,6566139.0,0.0,0.0,0.0,0.0,53459243.0,58580174.0,0.0,306536448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26797.0,0.0,0.0,0.0,0.0,0.0,0.0,8488669184.0,1668354048.0,36648673280.0,53141913600.0,0.0,0.0
1556199461.688,53.020,7.311,36.650,0.699,0.0,2.320,10926147.0,5571157.0,2777845.0,7885567.0,2676502.0,7880486.0,2761628.0,7730016.0,0.0,0.0,2639685.0,7465055.0,24866956.0,6771643.0,0.0,0.0,0.0,0.0,54538023.0,59853784.0,0.0,307671040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27539.0,0.0,0.0,0.0,0.0,0.0,0.0,8489697280.0,1668362240.0,36714651648.0,53074898944.0,0.0,0.0
1556199462.688,51.504,7.518,38.164,0.512,0.0,2.303,10822789.0,5647286.0,2825167.0,7800949.0,2686016.0,7797781.0,2781881.0,7747634.0,0.0,0.0,2653929.0,7256711.0,24483696.0,6666332.0,0.0,0.0,0.0,0.0,54235807.0,59373256.0,0.0,259104768.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,26019.0,0.0,0.0,0.0,3.0,0.0,0.0,8489852928.0,1668366336.0,36704038912.0,53085351936.0,0.0,0.0
1556199463.689,51.686,7.856,37.659,0.636,0.0,2.163,10800574.0,5630490.0,2796209.0,7749266.0,2653713.0,7746700.0,2781208.0,7228553.0,0.0,0.0,2654505.0,7606457.0,24257207.0,6656550.0,0.0,0.0,0.0,0.0,53885726.0,59012017.0,0.0,255389696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25642.0,0.0,0.0,0.0,0.0,0.0,0.0,8494772224.0,1668366336.0,36793253888.0,52991217664.0,0.0,0.0
1556199464.689,50.366,7.413,39.516,0.414,0.0,2.291,10927901.0,5640262.0,2861517.0,7879248.0,2725306.0,7860169.0,2730643.0,7314938.0,0.0,0.0,2629607.0,7860448.0,24801815.0,6741229.0,0.0,0.0,0.0,0.0,54616848.0,59843301.0,0.0,201781248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24062.0,0.0,0.0,0.0,0.0,0.0,0.0,8493035520.0,1668366336.0,36733546496.0,53052661760.0,0.0,0.0
1556199465.689,50.128,7.330,40.173,0.384,0.0,1.985,10873415.0,5644703.0,2798657.0,7836976.0,2693077.0,7847345.0,2792430.0,7444775.0,0.0,0.0,2673212.0,7749948.0,24751306.0,6726648.0,0.0,0.0,0.0,0.0,54584703.0,59775625.0,0.0,166268928.0,0.0,0.0,0.0,57528320.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,11004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22136.0,0.0,0.0,0.0,114.0,0.0,0.0,8492580864.0,1668370432.0,36764643328.0,53022015488.0,0.0,0.0
1556199466.689,50.850,6.801,39.924,0.315,0.0,2.110,10847771.0,5733569.0,2834556.0,7781468.0,2716569.0,7776807.0,2856102.0,8325821.0,0.0,0.0,2698425.0,7987893.0,25688246.0,6684107.0,0.0,0.0,0.0,0.0,55762665.0,60839089.0,0.0,118071296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20602.0,0.0,0.0,0.0,0.0,0.0,0.0,8491610112.0,1668370432.0,36802949120.0,52984680448.0,0.0,0.0
1556199467.689,51.295,7.195,39.175,0.384,0.0,1.951,10806197.0,5646972.0,2811060.0,7763337.0,2681478.0,7793903.0,2777197.0,7698402.0,0.0,0.0,2631806.0,7727856.0,24946851.0,6662529.0,0.0,0.0,0.0,0.0,54618986.0,59686307.0,0.0,178114560.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22695.0,0.0,0.0,0.0,8.0,0.0,0.0,8495566848.0,1668374528.0,36889034752.0,52894633984.0,0.0,0.0
1556199468.689,52.174,7.545,37.852,0.512,0.0,1.918,10834710.0,5625639.0,2789585.0,7858824.0,2669031.0,7822123.0,2795763.0,7744639.0,0.0,0.0,2655976.0,7273268.0,24570320.0,6677958.0,0.0,0.0,0.0,0.0,54250649.0,59432477.0,0.0,259125248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24839.0,0.0,0.0,0.0,0.0,0.0,0.0,8504127488.0,1668374528.0,36953317376.0,52821790720.0,0.0,0.0
1556199469.689,52.818,7.346,37.460,0.633,0.0,1.742,10812492.0,5550994.0,2779277.0,7718123.0,2663228.0,7706279.0,2749364.0,7827172.0,0.0,0.0,2631313.0,7376665.0,24593128.0,6658587.0,0.0,0.0,0.0,0.0,54065442.0,59228002.0,0.0,279543808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25768.0,0.0,0.0,0.0,0.0,0.0,0.0,8502038528.0,1668374528.0,36948676608.0,52828520448.0,0.0,0.0
1556199470.689,51.950,7.670,37.544,0.645,0.0,2.191,10809764.0,5549126.0,2773102.0,7836457.0,2645788.0,7832485.0,2739472.0,7149665.0,0.0,0.0,2622770.0,7917667.0,24814274.0,6646701.0,0.0,0.0,0.0,0.0,54222861.0,59301667.0,0.0,307335168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26734.0,0.0,0.0,0.0,0.0,0.0,0.0,8506462208.0,1668374528.0,37024710656.0,52748062720.0,0.0,0.0
1556199471.688,51.816,7.138,38.177,0.510,0.0,2.358,10803618.0,5607963.0,2809766.0,7764071.0,2690588.0,7757310.0,2756569.0,8052868.0,0.0,0.0,2621111.0,7461177.0,24764365.0,6673492.0,0.0,0.0,0.0,0.0,54390794.0,59715167.0,0.0,232259584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24967.0,0.0,0.0,0.0,0.0,0.0,0.0,8507527168.0,1668374528.0,37014777856.0,52756930560.0,0.0,0.0
1556199472.689,51.690,7.717,37.755,0.574,0.0,2.264,10862719.0,5625309.0,2793068.0,7832210.0,2656050.0,7830724.0,2794562.0,7391030.0,0.0,0.0,2686720.0,7573358.0,24495385.0,6687243.0,0.0,0.0,0.0,0.0,54249812.0,59424143.0,0.0,269414400.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25600.0,0.0,0.0,0.0,3.0,0.0,0.0,8507260928.0,1668374528.0,37112229888.0,52659744768.0,0.0,0.0
1556199473.689,50.658,7.769,39.037,0.482,0.0,2.055,10874612.0,5635904.0,2814383.0,7847239.0,2708394.0,7850488.0,2762966.0,7350238.0,0.0,0.0,2649647.0,7607931.0,24552901.0,6710774.0,0.0,0.0,0.0,0.0,54312095.0,59507326.0,0.0,214233088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24100.0,0.0,0.0,0.0,0.0,0.0,0.0,8504590336.0,1668382720.0,37069656064.0,52704980992.0,0.0,0.0
1556199474.689,50.427,7.814,39.165,0.380,0.0,2.214,10687601.0,5604712.0,2811909.0,7720080.0,2679135.0,7708245.0,2703869.0,7800644.0,0.0,0.0,2619151.0,7912946.0,25140140.0,6583622.0,0.0,0.0,0.0,0.0,54510363.0,59541721.0,0.0,185008128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23548.0,0.0,0.0,0.0,0.0,0.0,0.0,8508506112.0,1668382720.0,37088681984.0,52682039296.0,0.0,0.0
1556199475.689,50.479,6.641,40.326,0.255,0.0,2.299,10983680.0,5778609.0,2858988.0,7862146.0,2690643.0,7841844.0,2885819.0,7973233.0,0.0,0.0,2736135.0,8003509.0,25469097.0,6782246.0,0.0,0.0,0.0,0.0,55796355.0,60964749.0,0.0,117686272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20472.0,0.0,0.0,0.0,0.0,0.0,0.0,8507437056.0,1668386816.0,37122387968.0,52649398272.0,0.0,0.0
1556199476.689,50.659,7.388,39.287,0.385,0.0,2.281,10790210.0,5714665.0,2861404.0,7750688.0,2710956.0,7733984.0,2789344.0,7880209.0,0.0,0.0,2680097.0,8030873.0,25248015.0,6630557.0,0.0,0.0,0.0,0.0,55164425.0,60204400.0,0.0,172974080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22872.0,0.0,0.0,0.0,0.0,0.0,0.0,8511008768.0,1668390912.0,37206413312.0,52561797120.0,0.0,0.0
1556199477.689,52.527,7.612,36.892,0.569,0.0,2.401,10942294.0,5614450.0,2794597.0,7887391.0,2678956.0,7882872.0,2784992.0,7510723.0,0.0,0.0,2650396.0,7620876.0,24913395.0,6775637.0,0.0,0.0,0.0,0.0,54703112.0,59835641.0,0.0,267358208.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24984.0,0.0,0.0,0.0,3.0,0.0,0.0,8513855488.0,1668390912.0,37274767360.0,52490596352.0,0.0,0.0
1556199478.689,51.827,7.908,37.335,0.630,0.0,2.300,10857650.0,5595316.0,2800954.0,7821222.0,2668816.0,7794440.0,2770503.0,7605591.0,0.0,0.0,2640533.0,7777927.0,24754182.0,6707161.0,0.0,0.0,0.0,0.0,54436555.0,59813664.0,0.0,277225472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26009.0,0.0,0.0,0.0,0.0,0.0,0.0,8517951488.0,1668395008.0,37258350592.0,52502913024.0,0.0,0.0
1556199479.689,53.461,7.269,36.407,0.629,0.0,2.234,10813968.0,5545976.0,2765595.0,7784705.0,2656519.0,7782473.0,2795167.0,7703134.0,0.0,0.0,2635189.0,6991052.0,24165910.0,6647234.0,0.0,0.0,0.0,0.0,53673464.0,58847571.0,0.0,311275520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27689.0,0.0,0.0,0.0,0.0,0.0,0.0,8519131136.0,1668395008.0,37334052864.0,52426031104.0,0.0,0.0
1556199480.689,52.071,7.266,37.763,0.542,0.0,2.358,10907060.0,5619452.0,2795281.0,7808206.0,2668678.0,7789682.0,2790386.0,7586723.0,0.0,0.0,2649243.0,7634145.0,24691828.0,6727359.0,0.0,0.0,0.0,0.0,54448887.0,59701531.0,0.0,229974016.0,0.0,0.0,0.0,57638912.0,0.0,0.0,0.0,860.0,0.0,0.0,0.0,10676.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24650.0,0.0,0.0,0.0,115.0,0.0,0.0,8518119424.0,1668395008.0,37317505024.0,52443590656.0,0.0,0.0
1556199481.689,52.210,7.431,37.956,0.545,0.0,1.858,10634139.0,5557000.0,2797249.0,7711406.0,2661276.0,7694264.0,2743994.0,7706815.0,0.0,0.0,2590823.0,6937762.0,24026672.0,6530153.0,0.0,0.0,0.0,0.0,53303421.0,58320329.0,0.0,270888960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25972.0,0.0,0.0,0.0,0.0,0.0,0.0,8520843264.0,1668395008.0,37404749824.0,52353622016.0,0.0,0.0
1556199482.689,50.260,7.292,39.941,0.456,0.0,2.051,10951458.0,5606517.0,2800099.0,7920092.0,2687167.0,7921385.0,2754741.0,7388908.0,0.0,0.0,2671565.0,7620992.0,24733292.0,6755999.0,0.0,0.0,0.0,0.0,54505110.0,59767422.0,0.0,215785472.0,0.0,0.0,0.0,102400.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23942.0,0.0,0.0,0.0,8.0,0.0,0.0,8523010048.0,1668395008.0,37365493760.0,52390711296.0,0.0,0.0
1556199483.689,49.870,7.555,39.981,0.486,0.0,2.108,10721261.0,5670648.0,2854268.0,7668242.0,2698913.0,7655185.0,2772924.0,7532420.0,0.0,0.0,2626431.0,7931539.0,24676274.0,6581468.0,0.0,0.0,0.0,0.0,54370325.0,59373451.0,0.0,191606784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23526.0,0.0,0.0,0.0,0.0,0.0,0.0,8523964416.0,1668399104.0,37410541568.0,52344705024.0,0.0,0.0
1556199484.689,50.285,7.039,40.298,0.285,0.0,2.093,10935811.0,5692306.0,2787397.0,7868299.0,2654566.0,7854264.0,2838867.0,7923749.0,0.0,0.0,2701870.0,7658259.0,25200994.0,6780440.0,0.0,0.0,0.0,0.0,55139822.0,60343511.0,0.0,129253376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20790.0,0.0,0.0,0.0,0.0,0.0,0.0,8520224768.0,1668403200.0,37436194816.0,52322787328.0,0.0,0.0
1556199485.689,49.373,7.682,40.276,0.386,0.0,2.282,10968860.0,5715445.0,2845726.0,7921513.0,2750442.0,7918609.0,2813523.0,8125025.0,0.0,0.0,2690965.0,7993159.0,25771072.0,6765167.0,0.0,0.0,0.0,0.0,55959483.0,61151223.0,0.0,159539200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21991.0,0.0,0.0,0.0,0.0,0.0,0.0,8521338880.0,1668407296.0,37505003520.0,52252860416.0,0.0,0.0
1556199486.689,51.914,7.562,37.715,0.606,0.0,2.202,10877373.0,5627885.0,2785305.0,7794726.0,2680873.0,7804692.0,2799847.0,8100703.0,0.0,0.0,2661141.0,7991388.0,25547771.0,6704118.0,0.0,0.0,0.0,0.0,55307626.0,60509701.0,0.0,264118272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24823.0,0.0,0.0,0.0,0.0,0.0,0.0,8528220160.0,1668407296.0,37622579200.0,52128403456.0,0.0,0.0
1556199487.689,51.244,7.881,38.354,0.542,0.0,1.978,10764961.0,5574127.0,2786649.0,7716045.0,2636492.0,7732931.0,2760169.0,7365788.0,0.0,0.0,2639117.0,7642643.0,24631889.0,6637374.0,0.0,0.0,0.0,0.0,54099236.0,59030833.0,0.0,273723392.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26031.0,0.0,0.0,0.0,3.0,0.0,0.0,8531042304.0,1668407296.0,37563031552.0,52185128960.0,0.0,0.0
1556199488.689,52.807,7.443,37.023,0.738,0.0,1.989,10854348.0,5577877.0,2783290.0,7809026.0,2685070.0,7781565.0,2767522.0,7662014.0,0.0,0.0,2630445.0,7442513.0,24325151.0,6679458.0,0.0,0.0,0.0,0.0,53937216.0,59414691.0,0.0,313700352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27762.0,0.0,0.0,0.0,0.0,0.0,0.0,8524206080.0,1668415488.0,37631631360.0,52123357184.0,0.0,0.0
1556199489.689,51.145,7.602,38.804,0.445,0.0,2.004,10781680.0,5586372.0,2787412.0,7832431.0,2647040.0,7811877.0,2797515.0,7574209.0,0.0,0.0,2620046.0,7145023.0,24292793.0,6650674.0,0.0,0.0,0.0,0.0,53823743.0,58965327.0,0.0,215773184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24371.0,0.0,0.0,0.0,0.0,0.0,0.0,8532275200.0,1668415488.0,37625683968.0,52121235456.0,0.0,0.0
1556199490.689,52.028,7.250,38.007,0.607,0.0,2.108,10920480.0,5635378.0,2845696.0,7842545.0,2726429.0,7834669.0,2750191.0,7211200.0,0.0,0.0,2641443.0,7227620.0,23944912.0,6717971.0,0.0,0.0,0.0,0.0,53826591.0,59073648.0,0.0,277155840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25956.0,0.0,0.0,0.0,0.0,0.0,0.0,8529727488.0,1668415488.0,37737930752.0,52011536384.0,0.0,0.0
