/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556187269.270,29.593,6.020,62.528,0.063,0.0,1.796,3829548.0,2053844.0,8456823.0,2370497.0,0.0,0.0,933147.0,2730008.0,1069884.0,2749471.0,1144784.0,2737994.0,0.0,0.0,1026945.0,2746115.0,19708898.0,21525026.0,0.0,36032512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6321.0,0.0,0.0,0.0,0.0,0.0,0.0,7767785472.0,1667461120.0,19280084992.0,71232278528.0,0.0,0.0
1556187270.270,28.498,5.942,63.610,0.160,0.0,1.789,3821011.0,2061220.0,8458501.0,2359827.0,0.0,0.0,942446.0,2739724.0,1069907.0,2749932.0,1156579.0,2749698.0,0.0,0.0,1029764.0,2748745.0,19756049.0,21548811.0,0.0,37437440.0,0.0,0.0,0.0,28672.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6362.0,0.0,0.0,0.0,3.0,0.0,0.0,7767277568.0,1667461120.0,19292729344.0,71220142080.0,0.0,0.0
1556187271.270,29.860,6.131,62.166,0.064,0.0,1.779,3844751.0,2062703.0,8459463.0,2377148.0,0.0,0.0,938356.0,2739469.0,1075046.0,2752418.0,1148626.0,2746605.0,0.0,0.0,1033353.0,2750107.0,19772422.0,21592556.0,0.0,36827136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6337.0,0.0,0.0,0.0,0.0,0.0,0.0,7769030656.0,1667461120.0,19303268352.0,71207849984.0,0.0,0.0
1556187272.269,28.947,6.341,62.841,0.159,0.0,1.712,3816632.0,2056137.0,8456228.0,2361862.0,0.0,0.0,938100.0,2738286.0,1067408.0,2746496.0,1154021.0,2747068.0,0.0,0.0,1023016.0,2744267.0,19724487.0,21513768.0,0.0,36659200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6324.0,0.0,0.0,0.0,0.0,0.0,0.0,7769886720.0,1667461120.0,19315273728.0,71194988544.0,0.0,0.0
1556187273.270,29.184,5.888,62.976,0.064,0.0,1.888,3836934.0,2063033.0,8461185.0,2378233.0,0.0,0.0,935939.0,2734695.0,1072597.0,2750279.0,1149801.0,2747098.0,0.0,0.0,1030707.0,2747625.0,19756928.0,21582687.0,0.0,36675584.0,0.0,0.0,0.0,19144704.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6304.0,0.0,0.0,0.0,42.0,0.0,0.0,7770398720.0,1667461120.0,19328081920.0,71181668352.0,0.0,0.0
1556187274.270,30.127,5.987,61.847,0.127,0.0,1.911,3824244.0,2059094.0,8456511.0,2361251.0,0.0,0.0,941631.0,2740851.0,1072699.0,2749776.0,1147100.0,2741751.0,0.0,0.0,1027774.0,2746776.0,19739303.0,21535036.0,0.0,36577280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6309.0,0.0,0.0,0.0,0.0,0.0,0.0,7769808896.0,1667461120.0,19338924032.0,71171416064.0,0.0,0.0
1556187275.269,29.241,6.122,62.628,0.128,0.0,1.881,3825367.0,2056368.0,8456711.0,2365334.0,0.0,0.0,940082.0,2738674.0,1066812.0,2747927.0,1146388.0,2744657.0,0.0,0.0,1021584.0,2743607.0,19712121.0,21526966.0,0.0,36691968.0,0.0,0.0,0.0,106496.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6326.0,0.0,0.0,0.0,8.0,0.0,0.0,7771594752.0,1667461120.0,19351183360.0,71157370880.0,0.0,0.0
1556187276.270,29.180,6.182,62.844,0.128,0.0,1.666,3814038.0,2055398.0,8454565.0,2364126.0,0.0,0.0,935835.0,2734953.0,1070796.0,2747412.0,1147480.0,2742366.0,0.0,0.0,1027914.0,2744389.0,19712673.0,21515379.0,0.0,36392960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.0,0.0,0.0,0.0,0.0,0.0,0.0,7770214400.0,1667461120.0,19365175296.0,71144759296.0,0.0,0.0
1556187277.270,29.355,5.935,62.987,0.064,0.0,1.659,3827911.0,2057672.0,8455906.0,2363900.0,0.0,0.0,936249.0,2735805.0,1071907.0,2750750.0,1149222.0,2745212.0,0.0,0.0,1029910.0,2750188.0,19740926.0,21544254.0,0.0,36859904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,7770304512.0,1667461120.0,19376701440.0,71133143040.0,0.0,0.0
1556187278.270,30.304,6.174,61.548,0.125,0.0,1.849,3823065.0,2057297.0,8454963.0,2370179.0,0.0,0.0,942089.0,2740821.0,1066885.0,2742923.0,1155016.0,2748014.0,0.0,0.0,1023673.0,2742045.0,19727477.0,21541290.0,0.0,36511744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6265.0,0.0,0.0,0.0,0.0,0.0,0.0,7770542080.0,1667461120.0,19388588032.0,71121018880.0,0.0,0.0
1556187279.270,28.603,6.168,63.151,0.128,0.0,1.950,3829843.0,2058847.0,8457201.0,2362183.0,0.0,0.0,935749.0,2736711.0,1071006.0,2751178.0,1143793.0,2738759.0,0.0,0.0,1032528.0,2753243.0,19734904.0,21536624.0,0.0,36687872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,7768903680.0,1667461120.0,19400224768.0,71111020544.0,0.0,0.0
1556187280.270,29.233,6.119,62.777,0.159,0.0,1.712,3816118.0,2058148.0,8456449.0,2365305.0,0.0,0.0,936907.0,2734326.0,1075255.0,2753231.0,1149439.0,2743219.0,0.0,0.0,1031083.0,2749832.0,19734564.0,21547774.0,0.0,36700160.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6291.0,0.0,0.0,0.0,3.0,0.0,0.0,7768121344.0,1667461120.0,19413118976.0,71098908672.0,0.0,0.0
1556187281.270,28.799,6.690,62.695,0.064,0.0,1.752,3824992.0,2057263.0,8458395.0,2363368.0,0.0,0.0,934917.0,2736470.0,1074447.0,2752276.0,1146632.0,2747486.0,0.0,0.0,1029623.0,2747736.0,19743617.0,21539012.0,0.0,35749888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6234.0,0.0,0.0,0.0,0.0,0.0,0.0,7769800704.0,1667461120.0,19425083392.0,71085264896.0,0.0,0.0
1556187282.269,29.285,6.072,62.429,0.095,0.0,2.119,3826995.0,2061315.0,8457716.0,2372011.0,0.0,0.0,940935.0,2739895.0,1071849.0,2750923.0,1156839.0,2750009.0,0.0,0.0,1033129.0,2754038.0,19772176.0,21585280.0,0.0,37187584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6317.0,0.0,0.0,0.0,0.0,0.0,0.0,7772753920.0,1667461120.0,19437244416.0,71070150656.0,0.0,0.0
1556187283.270,28.348,6.392,63.279,0.128,0.0,1.854,3837751.0,2057606.0,8457184.0,2374815.0,0.0,0.0,935775.0,2735874.0,1071334.0,2748643.0,1149427.0,2747639.0,0.0,0.0,1030851.0,2749159.0,19751379.0,21560811.0,0.0,36511744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6288.0,0.0,0.0,0.0,0.0,0.0,0.0,7773741056.0,1667461120.0,19449208832.0,71057199104.0,0.0,0.0
1556187284.269,29.927,5.985,62.146,0.096,0.0,1.847,3821727.0,2058700.0,8457034.0,2367954.0,0.0,0.0,941830.0,2740237.0,1072757.0,2749211.0,1153841.0,2745743.0,0.0,0.0,1027611.0,2747227.0,19747412.0,21558489.0,0.0,36327424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6334.0,0.0,0.0,0.0,0.0,0.0,0.0,7773876224.0,1667461120.0,19460890624.0,71045382144.0,0.0,0.0
1556187285.269,29.200,6.184,62.703,0.096,0.0,1.817,3826421.0,2060600.0,8459834.0,2364707.0,0.0,0.0,937809.0,2739598.0,1071597.0,2749118.0,1158104.0,2755987.0,0.0,0.0,1028967.0,2747427.0,19758296.0,21566187.0,0.0,37224448.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0,0.0,0.0,0.0,3.0,0.0,0.0,7778074624.0,1667461120.0,19472941056.0,71029133312.0,0.0,0.0
1556187286.270,28.903,6.232,62.830,0.159,0.0,1.876,3818825.0,2057890.0,8456432.0,2362307.0,0.0,0.0,938800.0,2735755.0,1071932.0,2751332.0,1144323.0,2740185.0,0.0,0.0,1026437.0,2746482.0,19721382.0,21522067.0,0.0,51064832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.0,0.0,0.0,0.0,0.0,0.0,0.0,7782998016.0,1667461120.0,19483590656.0,71013560320.0,0.0,0.0
1556187287.270,33.504,6.477,58.009,0.447,0.0,1.563,3847781.0,2063925.0,8457597.0,2380272.0,0.0,0.0,940637.0,2736716.0,1069185.0,2744505.0,1156942.0,2749381.0,0.0,0.0,1032732.0,2746963.0,19762570.0,21584521.0,0.0,288337920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10641.0,0.0,0.0,0.0,0.0,0.0,0.0,7786250240.0,1667461120.0,19742744576.0,70751154176.0,0.0,0.0
1556187288.270,30.591,6.353,61.372,0.254,0.0,1.429,3804956.0,2049348.0,8452261.0,2352804.0,0.0,0.0,933985.0,2734646.0,1063207.0,2741729.0,1144361.0,2741823.0,0.0,0.0,1019571.0,2738325.0,19665185.0,21459961.0,0.0,144076800.0,0.0,0.0,0.0,19148800.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,0.0,0.0,0.0,41.0,0.0,0.0,7793274880.0,1667461120.0,19507802112.0,70979072000.0,0.0,0.0
1556187289.270,29.920,5.856,62.464,0.064,0.0,1.696,3822531.0,2059496.0,8456187.0,2361605.0,0.0,0.0,941983.0,2740751.0,1067908.0,2747382.0,1148859.0,2744669.0,0.0,0.0,1025716.0,2745144.0,19730542.0,21535552.0,0.0,36630528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6318.0,0.0,0.0,0.0,0.0,0.0,0.0,7792177152.0,1667461120.0,19518935040.0,70969036800.0,0.0,0.0
1556187290.270,28.786,6.116,63.337,0.128,0.0,1.633,3848850.0,2066316.0,8456863.0,2377649.0,0.0,0.0,937691.0,2736091.0,1065682.0,2739474.0,1149507.0,2742480.0,0.0,0.0,1025633.0,2740658.0,19732962.0,21547331.0,0.0,36331520.0,0.0,0.0,0.0,94208.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6234.0,0.0,0.0,0.0,8.0,0.0,0.0,7789215744.0,1667461120.0,19531767808.0,70959165440.0,0.0,0.0
1556187291.269,29.623,6.311,62.195,0.159,0.0,1.713,3809137.0,2052064.0,8457034.0,2358785.0,0.0,0.0,938087.0,2737292.0,1070962.0,2751086.0,1144655.0,2741974.0,0.0,0.0,1027952.0,2746355.0,19710565.0,21512496.0,0.0,36167680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198.0,0.0,0.0,0.0,0.0,0.0,0.0,7788646400.0,1667473408.0,19544186880.0,70947303424.0,0.0,0.0
1556187292.270,29.122,6.317,62.729,0.063,0.0,1.769,3831531.0,2060517.0,8459777.0,2372022.0,0.0,0.0,945323.0,2745679.0,1066814.0,2744085.0,1154604.0,2751983.0,0.0,0.0,1027070.0,2744059.0,19762921.0,21569522.0,0.0,36077568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197.0,0.0,0.0,0.0,0.0,0.0,0.0,7789166592.0,1667477504.0,19556376576.0,70934589440.0,0.0,0.0
1556187293.270,28.882,6.006,63.227,0.096,0.0,1.789,3825228.0,2064858.0,8458017.0,2365624.0,0.0,0.0,938464.0,2737502.0,1074540.0,2754943.0,1156824.0,2750522.0,0.0,0.0,1029040.0,2748212.0,19764305.0,21573800.0,0.0,37261312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6423.0,0.0,0.0,0.0,0.0,0.0,0.0,7789150208.0,1667477504.0,19567742976.0,70923239424.0,0.0,0.0
1556187294.269,29.470,6.351,62.210,0.127,0.0,1.842,3826978.0,2054692.0,8456805.0,2368130.0,0.0,0.0,933715.0,2733172.0,1068249.0,2744514.0,1144966.0,2743736.0,0.0,0.0,1025358.0,2745432.0,19708919.0,21515079.0,0.0,36900864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398.0,0.0,0.0,0.0,0.0,0.0,0.0,7791362048.0,1667481600.0,19578679296.0,70910087168.0,0.0,0.0
1556187295.270,28.928,6.400,62.912,0.128,0.0,1.632,3826922.0,2063673.0,8458127.0,2364725.0,0.0,0.0,946271.0,2746133.0,1072532.0,2747996.0,1160649.0,2753244.0,0.0,0.0,1031901.0,2750137.0,19780365.0,21592673.0,0.0,36589568.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6436.0,0.0,0.0,0.0,3.0,0.0,0.0,7789596672.0,1667481600.0,19592253440.0,70898278400.0,0.0,0.0
1556187296.270,28.826,6.586,62.361,0.127,0.0,2.100,3840038.0,2061779.0,8458223.0,2372356.0,0.0,0.0,933439.0,2731644.0,1069284.0,2747743.0,1148103.0,2743542.0,0.0,0.0,1030154.0,2748639.0,19742376.0,21544560.0,0.0,37208064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6264.0,0.0,0.0,0.0,0.0,0.0,0.0,7789862912.0,1667481600.0,19603947520.0,70886318080.0,0.0,0.0
1556187297.270,28.874,5.454,63.651,0.064,0.0,1.957,3823581.0,2057912.0,8458173.0,2371065.0,0.0,0.0,938115.0,2739230.0,1068053.0,2745159.0,1154076.0,2749537.0,0.0,0.0,1026745.0,2744530.0,19734845.0,21553101.0,0.0,35950592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6304.0,0.0,0.0,0.0,0.0,0.0,0.0,7790870528.0,1667481600.0,19616260096.0,70872997888.0,0.0,0.0
1556187298.270,28.530,5.680,63.992,0.160,0.0,1.637,3819380.0,2051914.0,8454917.0,2365739.0,0.0,0.0,931264.0,2729242.0,1073116.0,2748643.0,1149146.0,2740088.0,0.0,0.0,1029281.0,2745546.0,19708362.0,21508459.0,0.0,37404672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6321.0,0.0,0.0,0.0,0.0,0.0,0.0,7788892160.0,1667481600.0,19629481984.0,70861754368.0,0.0,0.0
1556187299.269,28.785,5.929,63.405,0.096,0.0,1.785,3827643.0,2059680.0,8458863.0,2366453.0,0.0,0.0,934342.0,2735963.0,1065645.0,2746826.0,1146128.0,2744745.0,0.0,0.0,1026386.0,2744678.0,19718263.0,21524030.0,0.0,36556800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6355.0,0.0,0.0,0.0,0.0,0.0,0.0,7790080000.0,1667481600.0,19639947264.0,70850101248.0,0.0,0.0
1556187300.269,30.343,5.639,62.256,0.128,0.0,1.634,3797414.0,2056908.0,8292607.0,2337889.0,0.0,0.0,936266.0,2693491.0,1071439.0,2706533.0,1145553.0,2701506.0,0.0,0.0,1024749.0,2705210.0,19530049.0,21306464.0,0.0,36397056.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6263.0,0.0,0.0,0.0,3.0,0.0,0.0,7789162496.0,1667481600.0,19652390912.0,70838575104.0,0.0,0.0
1556187301.269,29.891,6.362,62.244,0.096,0.0,1.407,3845723.0,2057099.0,8620590.0,2384944.0,0.0,0.0,934593.0,2773749.0,1062367.0,2781475.0,1145925.0,2781502.0,0.0,0.0,1023712.0,2783615.0,19873230.0,21701837.0,0.0,36945920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,7791321088.0,1667481600.0,19664220160.0,70824587264.0,0.0,0.0
1556187302.270,28.088,6.127,63.883,0.097,0.0,1.806,3801953.0,2049210.0,8292551.0,2358676.0,0.0,0.0,927045.0,2687965.0,1077205.0,2714659.0,1138002.0,2694633.0,0.0,0.0,1032729.0,2709331.0,19530082.0,21328704.0,0.0,36450304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,7790481408.0,1667481600.0,19676577792.0,70813069312.0,0.0,0.0
1556187303.270,28.879,5.814,63.476,0.096,0.0,1.735,3862435.0,2068038.0,8624208.0,2388348.0,0.0,0.0,952242.0,2787979.0,1069864.0,2794413.0,1163546.0,2795342.0,0.0,0.0,1027547.0,2792217.0,19985328.0,21821020.0,0.0,37568512.0,0.0,0.0,0.0,19140608.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6434.0,0.0,0.0,0.0,37.0,0.0,0.0,7791288320.0,1667481600.0,19688652800.0,70800187392.0,0.0,0.0
1556187304.270,29.007,5.204,63.733,0.128,0.0,1.927,3812264.0,2057826.0,8455199.0,2358096.0,0.0,0.0,939015.0,2736386.0,1072885.0,2748274.0,1147518.0,2745575.0,0.0,0.0,1028841.0,2743565.0,19722010.0,21512223.0,0.0,36921344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388.0,0.0,0.0,0.0,0.0,0.0,0.0,7791525888.0,1667481600.0,19699924992.0,70788677632.0,0.0,0.0
1556187305.269,29.306,5.463,63.496,0.129,0.0,1.607,3829094.0,2062261.0,8457813.0,2369124.0,0.0,0.0,936073.0,2737103.0,1072430.0,2748414.0,1153723.0,2747207.0,0.0,0.0,1028466.0,2747770.0,19743228.0,21553686.0,0.0,37163008.0,0.0,0.0,0.0,135168.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,8.0,0.0,0.0,7791599616.0,1667481600.0,19711905792.0,70776623104.0,0.0,0.0
1556187306.269,28.058,6.084,64.207,0.097,0.0,1.553,3833443.0,2057578.0,8459003.0,2375335.0,0.0,0.0,937369.0,2737958.0,1068526.0,2747750.0,1147438.0,2745528.0,0.0,0.0,1026752.0,2744684.0,19739432.0,21548416.0,0.0,36999168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6454.0,0.0,0.0,0.0,0.0,0.0,0.0,7791927296.0,1667481600.0,19723534336.0,70764666880.0,0.0,0.0
1556187307.269,28.423,5.905,63.692,0.130,0.0,1.849,3816669.0,2058078.0,8457144.0,2355624.0,0.0,0.0,942117.0,2743104.0,1075677.0,2753663.0,1149041.0,2745055.0,0.0,0.0,1030931.0,2748836.0,19743624.0,21545865.0,0.0,37289984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6415.0,0.0,0.0,0.0,0.0,0.0,0.0,7790338048.0,1667481600.0,19738411008.0,70751379456.0,0.0,0.0
1556187308.270,29.593,5.515,63.225,0.096,0.0,1.571,3828823.0,2056263.0,8457988.0,2369615.0,0.0,0.0,943509.0,2740780.0,1061377.0,2740290.0,1159076.0,2751978.0,0.0,0.0,1024691.0,2742959.0,19741694.0,21544361.0,0.0,36646912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6373.0,0.0,0.0,0.0,0.0,0.0,0.0,7789809664.0,1667481600.0,19750887424.0,70739431424.0,0.0,0.0
1556187309.269,28.933,5.709,63.704,0.097,0.0,1.557,3816087.0,2052506.0,8455284.0,2364891.0,0.0,0.0,935572.0,2735751.0,1067302.0,2748079.0,1149118.0,2744911.0,0.0,0.0,1022208.0,2744576.0,19706540.0,21520612.0,0.0,36962304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6322.0,0.0,0.0,0.0,0.0,0.0,0.0,7789465600.0,1667481600.0,19762380800.0,70728282112.0,0.0,0.0
1556187310.270,29.599,5.650,62.921,0.128,0.0,1.701,3839273.0,2063402.0,8459424.0,2377978.0,0.0,0.0,949462.0,2750242.0,1073918.0,2749732.0,1159421.0,2756305.0,0.0,0.0,1034902.0,2747048.0,19806860.0,21619255.0,0.0,37027840.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,0.0,0.0,0.0,3.0,0.0,0.0,7793901568.0,1667481600.0,19772268544.0,70713958400.0,0.0,0.0
1556187311.270,28.599,5.681,63.589,0.129,0.0,2.001,3802135.0,2050422.0,8457203.0,2351227.0,0.0,0.0,937149.0,2735114.0,1052350.0,2732644.0,1145861.0,2742866.0,0.0,0.0,1012592.0,2733286.0,19640805.0,21427165.0,0.0,35893248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6289.0,0.0,0.0,0.0,0.0,0.0,0.0,7793786880.0,1667481600.0,19785068544.0,70701273088.0,0.0,0.0
1556187312.270,28.447,5.489,63.933,0.097,0.0,2.034,3844246.0,2068836.0,8457710.0,2378895.0,0.0,0.0,942340.0,2738544.0,1081184.0,2756342.0,1151879.0,2743535.0,0.0,0.0,1040482.0,2756926.0,19801830.0,21621628.0,0.0,37679104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.0,0.0,0.0,0.0,0.0,0.0,0.0,7793942528.0,1667481600.0,19797884928.0,70688301056.0,0.0,0.0
