/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214892.551,50.630,7.016,39.800,0.420,0.0,2.134,10904322.0,5643814.0,2527836.0,7786321.0,2686120.0,8202884.0,2877422.0,7383472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24820603.0,6643169.0,0.0,0.0,0.0,0.0,2790866.0,7608574.0,54605388.0,59805023.0,0.0,52121600.0,0.0,144252928.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0,0.0,13529.0,0.0,0.0,0.0,0.0,8782426112.0,1810378752.0,41059512320.0,48295292928.0,0.0,0.0
1556214893.551,51.936,7.424,38.080,0.512,0.0,2.048,10882474.0,5601528.0,2522582.0,7536066.0,2660483.0,7880420.0,2870745.0,7382080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24020653.0,6642305.0,0.0,0.0,0.0,0.0,2772618.0,7368720.0,53650700.0,58921040.0,0.0,121991168.0,0.0,146608128.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11163.0,0.0,13277.0,0.0,0.0,0.0,0.0,8780529664.0,1810382848.0,41166606336.0,48190091264.0,0.0,0.0
1556214894.551,51.119,7.673,38.395,0.384,0.0,2.430,11003080.0,5667798.0,2528181.0,7488033.0,2659075.0,7371946.0,2927898.0,7675278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23934545.0,6724380.0,0.0,0.0,0.0,0.0,2816748.0,7599754.0,53897559.0,59178799.0,0.0,165314560.0,0.0,79409152.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11927.0,0.0,11647.0,0.0,0.0,0.0,0.0,8782671872.0,1810382848.0,41177382912.0,48177172480.0,0.0,0.0
1556214895.552,51.888,7.615,37.915,0.549,0.0,2.033,10577290.0,5613568.0,2485598.0,7630539.0,2671686.0,7553998.0,2895558.0,8173416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25319362.0,6390687.0,0.0,0.0,0.0,0.0,2813919.0,8092819.0,54704085.0,59640656.0,0.0,200101888.0,0.0,63717376.0,0.0,28672.0,0.0,0.0,0.0,1284.0,0.0,140.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12802.0,0.0,10872.0,0.0,3.0,0.0,0.0,8782110720.0,1810386944.0,41187782656.0,48167329792.0,0.0,0.0
1556214896.551,50.750,8.018,38.429,0.522,0.0,2.282,11025759.0,5551447.0,2489480.0,6700972.0,2614305.0,7168426.0,2870573.0,7626156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260834.0,6795559.0,0.0,0.0,0.0,0.0,2765805.0,7819065.0,52839955.0,58213627.0,0.0,184868864.0,0.0,109535232.0,0.0,0.0,0.0,0.0,0.0,860.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12472.0,0.0,12106.0,0.0,0.0,0.0,0.0,8786649088.0,1810391040.0,41251442688.0,48099127296.0,0.0,0.0
1556214897.552,52.153,7.536,37.777,0.475,0.0,2.058,10861027.0,5624478.0,2519925.0,7503031.0,2678945.0,7870502.0,2876125.0,7644154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24233023.0,6608895.0,0.0,0.0,0.0,0.0,2782592.0,7341081.0,53874994.0,59064509.0,0.0,123760640.0,0.0,137641984.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11502.0,0.0,13079.0,0.0,0.0,0.0,0.0,8786489344.0,1810399232.0,41254477824.0,48096243712.0,0.0,0.0
1556214898.551,49.808,7.628,39.712,0.449,0.0,2.404,10907578.0,5646601.0,2535746.0,7898632.0,2670550.0,7695023.0,2904102.0,7643238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24731969.0,6672516.0,0.0,0.0,0.0,0.0,2783133.0,7630112.0,54512173.0,59710952.0,0.0,63471616.0,0.0,150593536.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,0.0,13494.0,0.0,0.0,0.0,0.0,8787873792.0,1810407424.0,41290506240.0,48058822656.0,0.0,0.0
1556214899.551,50.638,7.494,39.413,0.383,0.0,2.073,10838685.0,5638170.0,2539956.0,8074556.0,2673052.0,8168755.0,2893384.0,7655173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25851557.0,6615940.0,0.0,0.0,0.0,0.0,2797103.0,8098316.0,55561517.0,60712342.0,0.0,52531200.0,0.0,132997120.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9540.0,0.0,13420.0,0.0,0.0,0.0,0.0,8786755584.0,1810411520.0,41322278912.0,48028164096.0,0.0,0.0
1556214900.551,51.206,7.524,38.762,0.381,0.0,2.127,10869852.0,5620572.0,2521210.0,7804312.0,2661140.0,7863218.0,2877249.0,7369457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24784762.0,6644262.0,0.0,0.0,0.0,0.0,2783175.0,7870972.0,54441993.0,59648464.0,0.0,51261440.0,0.0,143523840.0,0.0,61440.0,0.0,0.0,0.0,124.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9247.0,0.0,13474.0,0.0,7.0,0.0,0.0,8789188608.0,1810415616.0,41403764736.0,47944241152.0,0.0,0.0
1556214901.551,50.603,6.847,40.104,0.489,0.0,1.956,10802467.0,5622279.0,2532463.0,8113238.0,2646141.0,8006741.0,2894669.0,7668730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25249287.0,6597402.0,0.0,0.0,0.0,0.0,2779844.0,7589030.0,54878820.0,60008001.0,0.0,52748288.0,0.0,142680064.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9455.0,0.0,13565.0,0.0,0.0,0.0,0.0,8791314432.0,1810415616.0,41390034944.0,47955845120.0,0.0,0.0
1556214902.551,51.688,8.293,37.641,0.482,0.0,1.896,10964329.0,5667665.0,2519285.0,7590028.0,2754332.0,7924684.0,2857838.0,7371237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24308219.0,6684034.0,0.0,0.0,0.0,0.0,2859046.0,7668267.0,54327883.0,59587570.0,0.0,122372096.0,0.0,149954560.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11469.0,0.0,13313.0,0.0,0.0,0.0,0.0,8791957504.0,1810415616.0,41500778496.0,47844458496.0,0.0,0.0
1556214903.551,52.188,7.625,37.741,0.515,0.0,1.931,10942470.0,5647011.0,2540060.0,7810923.0,2660852.0,7693706.0,2901282.0,7647720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24853024.0,6676052.0,0.0,0.0,0.0,0.0,2787213.0,7837347.0,54644686.0,59870502.0,0.0,151420928.0,0.0,115232768.0,0.0,58728448.0,0.0,0.0,0.0,452.0,0.0,292.0,0.0,12476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11939.0,0.0,12712.0,0.0,124.0,0.0,0.0,8787173376.0,1810415616.0,41488629760.0,47861391360.0,0.0,0.0
1556214904.551,51.964,7.633,37.975,0.479,0.0,1.948,10871886.0,5597276.0,2505857.0,7338962.0,2631877.0,7849607.0,2907541.0,7937536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24584473.0,6619020.0,0.0,0.0,0.0,0.0,2810795.0,7622242.0,54251833.0,59456915.0,0.0,205762560.0,0.0,63369216.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12763.0,0.0,10731.0,0.0,0.0,0.0,0.0,8794886144.0,1810415616.0,41576407040.0,47765901312.0,0.0,0.0
1556214905.551,51.347,8.049,38.105,0.552,0.0,1.947,10812049.0,5562466.0,2484176.0,7234671.0,2647984.0,7208181.0,2845287.0,7367475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23303474.0,6594277.0,0.0,0.0,0.0,0.0,2804252.0,7855952.0,52771056.0,58231243.0,0.0,186105856.0,0.0,99241984.0,0.0,184320.0,0.0,0.0,0.0,1036.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12839.0,0.0,11643.0,0.0,9.0,0.0,0.0,8792420352.0,1810419712.0,41575579648.0,47769190400.0,0.0,0.0
1556214906.551,51.330,7.786,38.129,0.513,0.0,2.243,10854403.0,5574169.0,2538636.0,7505394.0,2674441.0,7857852.0,2828252.0,7366608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24759580.0,6617793.0,0.0,0.0,0.0,0.0,2778144.0,8083814.0,54326434.0,59463679.0,0.0,128151552.0,0.0,140353536.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11421.0,0.0,13188.0,0.0,0.0,0.0,0.0,8799301632.0,1810423808.0,41561595904.0,47776288768.0,0.0,0.0
1556214907.551,50.648,7.939,39.047,0.454,0.0,1.912,10926322.0,5655049.0,2516041.0,7593365.0,2680763.0,7710602.0,2921615.0,7646967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24347546.0,6684422.0,0.0,0.0,0.0,0.0,2808292.0,7380106.0,54188848.0,59248691.0,0.0,81821696.0,0.0,151220224.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10296.0,0.0,13411.0,0.0,0.0,0.0,0.0,8789622784.0,1810432000.0,41612169216.0,47735386112.0,0.0,0.0
1556214908.552,50.652,7.008,40.156,0.359,0.0,1.825,10823706.0,5581132.0,2516239.0,8130023.0,2675190.0,8182944.0,2853796.0,7374036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24873681.0,6593668.0,0.0,0.0,0.0,0.0,2752047.0,7305243.0,54399969.0,59577259.0,0.0,51773440.0,0.0,134471680.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9332.0,0.0,12732.0,0.0,0.0,0.0,0.0,8794419200.0,1810440192.0,41639182336.0,47703568384.0,0.0,0.0
1556214909.551,50.798,7.498,39.119,0.415,0.0,2.170,10798452.0,5596309.0,2530604.0,7798454.0,2662266.0,7692710.0,2873132.0,7925822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24652128.0,6590648.0,0.0,0.0,0.0,0.0,2776145.0,7364221.0,54223342.0,59375788.0,0.0,51351552.0,4096.0,123543552.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,1.0,12478.0,0.0,0.0,0.0,0.0,8799072256.0,1810448384.0,41701322752.0,47636766720.0,0.0,0.0
1556214910.551,51.056,7.230,39.411,0.352,0.0,1.951,10798715.0,5589929.0,2541246.0,7808456.0,2644998.0,7998580.0,2890451.0,7116832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24900707.0,6586308.0,0.0,0.0,0.0,0.0,2751243.0,8093227.0,54447584.0,59601887.0,0.0,52137984.0,0.0,139079680.0,0.0,77824.0,0.0,0.0,0.0,188.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9398.0,0.0,13282.0,0.0,7.0,0.0,0.0,8797462528.0,1810452480.0,41712402432.0,47627292672.0,0.0,0.0
1556214911.551,52.186,7.731,37.421,0.507,0.0,2.155,11003346.0,5630749.0,2503299.0,6997851.0,2692596.0,7879141.0,2868233.0,7927398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24250552.0,6704626.0,0.0,0.0,0.0,0.0,2819646.0,7626377.0,54105983.0,59391944.0,0.0,116543488.0,0.0,149917696.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10943.0,0.0,13390.0,0.0,0.0,0.0,0.0,8799928320.0,1810460672.0,41815662592.0,47521558528.0,0.0,0.0
1556214912.551,52.181,7.076,37.932,0.549,0.0,2.262,10842052.0,5600298.0,2494862.0,7540088.0,2670876.0,7229123.0,2870110.0,7359690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23584327.0,6605591.0,0.0,0.0,0.0,0.0,2807257.0,7612667.0,53200631.0,58408647.0,0.0,136278016.0,0.0,137412608.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.0,0.0,13558.0,0.0,0.0,0.0,0.0,8799023104.0,1810468864.0,41801158656.0,47536959488.0,0.0,0.0
1556214913.551,51.504,8.157,37.844,0.480,0.0,2.015,10882484.0,5575442.0,2570035.0,7833147.0,2636916.0,7357742.0,2905210.0,7658234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24256595.0,6651982.0,0.0,0.0,0.0,0.0,2770135.0,7573427.0,53931502.0,59169007.0,0.0,207818752.0,0.0,72425472.0,0.0,0.0,0.0,0.0,0.0,868.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12833.0,0.0,10969.0,0.0,0.0,0.0,0.0,8799289344.0,1810468864.0,41900851200.0,47437000704.0,0.0,0.0
1556214914.551,51.105,8.651,37.808,0.481,0.0,1.955,10839247.0,5579053.0,2486175.0,7269657.0,2641069.0,7842659.0,2879116.0,7917808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500505.0,6599295.0,0.0,0.0,0.0,0.0,2775292.0,7566799.0,53981839.0,59169074.0,0.0,186372096.0,0.0,81588224.0,0.0,0.0,0.0,0.0,0.0,704.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12589.0,0.0,11404.0,0.0,0.0,0.0,0.0,8804958208.0,1810472960.0,41857744896.0,47474434048.0,0.0,0.0
1556214915.551,51.760,7.297,38.134,0.549,0.0,2.260,10827579.0,5578525.0,2502439.0,7272727.0,2677914.0,7682849.0,2857888.0,7625658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24315788.0,6596541.0,0.0,0.0,0.0,0.0,2791993.0,7870544.0,53885744.0,59061084.0,0.0,131383296.0,0.0,142745600.0,0.0,28672.0,0.0,0.0,0.0,488.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11569.0,0.0,13201.0,0.0,3.0,0.0,0.0,8802177024.0,1810477056.0,41977016320.0,47357939712.0,0.0,0.0
1556214916.551,50.858,7.904,38.419,0.486,0.0,2.332,10934244.0,5635416.0,2555151.0,7540017.0,2641767.0,7707168.0,2922286.0,7685517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24610297.0,6679007.0,0.0,0.0,0.0,0.0,2765753.0,7923204.0,54400573.0,59727284.0,0.0,101163008.0,0.0,152088576.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10882.0,0.0,13817.0,0.0,0.0,0.0,0.0,8805834752.0,1810477056.0,41911799808.0,47419498496.0,0.0,0.0
1556214917.551,50.561,7.374,39.500,0.417,0.0,2.148,10722602.0,5600783.0,2491295.0,7800548.0,2694077.0,7880333.0,2866393.0,7613204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24526709.0,6549213.0,0.0,0.0,0.0,0.0,2776789.0,7242510.0,54012805.0,58994034.0,0.0,52760576.0,0.0,139653120.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9488.0,0.0,13407.0,0.0,0.0,0.0,0.0,8807763968.0,1810481152.0,41950474240.0,47378890752.0,0.0,0.0
1556214918.552,51.234,6.825,39.571,0.449,0.0,1.922,10857521.0,5617238.0,2568206.0,8334545.0,2647879.0,8323057.0,2910900.0,7672855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25738277.0,6619869.0,0.0,0.0,0.0,0.0,2740874.0,7540716.0,55390863.0,60572366.0,0.0,53379072.0,0.0,122179584.0,0.0,58732544.0,0.0,0.0,0.0,192.0,0.0,632.0,0.0,13704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9654.0,0.0,12707.0,0.0,132.0,0.0,0.0,8805306368.0,1810493440.0,42006941696.0,47324868608.0,0.0,0.0
1556214919.552,50.0,7.932,39.595,0.417,0.0,2.055,10851614.0,5621494.0,2477482.0,7835473.0,2715904.0,7725876.0,2837633.0,7618664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24955449.0,6629120.0,0.0,0.0,0.0,0.0,2838901.0,7896580.0,54627110.0,59789820.0,0.0,51965952.0,0.0,142417920.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9392.0,0.0,13485.0,0.0,0.0,0.0,0.0,8804655104.0,1810497536.0,42114646016.0,47217811456.0,0.0,0.0
1556214920.551,52.010,7.398,38.372,0.515,0.0,1.705,10971172.0,5617270.0,2578142.0,8065637.0,2666534.0,7702571.0,2881388.0,7115292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24196817.0,6685988.0,0.0,0.0,0.0,0.0,2778176.0,7605925.0,54017752.0,59410430.0,0.0,117497856.0,0.0,144371712.0,0.0,200704.0,0.0,0.0,0.0,524.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11319.0,0.0,13079.0,0.0,13.0,0.0,0.0,8808226816.0,1810501632.0,42117128192.0,47211753472.0,0.0,0.0
1556214921.551,51.952,7.871,37.607,0.508,0.0,2.063,10767092.0,5556495.0,2505023.0,7848100.0,2630424.0,7520880.0,2868219.0,7659633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24753721.0,6558405.0,0.0,0.0,0.0,0.0,2783291.0,7618957.0,54186802.0,59124973.0,0.0,130879488.0,0.0,140894208.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11502.0,0.0,13268.0,0.0,0.0,0.0,0.0,8810463232.0,1810505728.0,42111016960.0,47215624192.0,0.0,0.0
1556214922.551,51.989,8.431,37.385,0.573,0.0,1.623,10826766.0,5571781.0,2521005.0,7234438.0,2678561.0,7874132.0,2850522.0,7633951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24057985.0,6596534.0,0.0,0.0,0.0,0.0,2790600.0,7595885.0,53626706.0,58934605.0,0.0,205144064.0,0.0,93831168.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13073.0,0.0,11570.0,0.0,0.0,0.0,0.0,8812949504.0,1810509824.0,42213822464.0,47110328320.0,0.0,0.0
1556214923.551,51.914,8.073,37.492,0.415,0.0,2.106,11001775.0,5641035.0,2543216.0,7024149.0,2641666.0,7366354.0,2926461.0,7664800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23698830.0,6724642.0,0.0,0.0,0.0,0.0,2796404.0,7817060.0,53593222.0,58896126.0,0.0,189984768.0,0.0,67637248.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12664.0,0.0,11026.0,0.0,0.0,0.0,0.0,8814002176.0,1810513920.0,42177740800.0,47145353216.0,0.0,0.0
1556214924.551,51.065,7.682,38.541,0.484,0.0,2.227,10763871.0,5605212.0,2499298.0,7490648.0,2655461.0,7530023.0,2884555.0,7918340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24380676.0,6541111.0,0.0,0.0,0.0,0.0,2801197.0,7564375.0,53904356.0,59016063.0,0.0,130895872.0,0.0,147365888.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11299.0,0.0,13403.0,0.0,0.0,0.0,0.0,8817459200.0,1810518016.0,42273370112.0,47046262784.0,0.0,0.0
1556214925.551,52.252,7.014,38.320,0.483,0.0,1.931,10941114.0,5566900.0,2518207.0,7246870.0,2649436.0,7845854.0,2881095.0,7115975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23668777.0,6645598.0,0.0,0.0,0.0,0.0,2734411.0,7824055.0,53270349.0,58760150.0,0.0,114032640.0,0.0,144519168.0,0.0,28672.0,0.0,0.0,0.0,308.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11129.0,0.0,13246.0,0.0,3.0,0.0,0.0,8816001024.0,1810522112.0,42240434176.0,47080652800.0,0.0,0.0
1556214926.552,51.206,7.234,38.801,0.444,0.0,2.316,10910682.0,5689974.0,2565600.0,8415841.0,2708395.0,8209600.0,2915849.0,7936881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25970058.0,6713131.0,0.0,0.0,0.0,0.0,2801491.0,7369365.0,55940694.0,60941693.0,0.0,53010432.0,0.0,143351808.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9573.0,0.0,13448.0,0.0,0.0,0.0,0.0,8814579712.0,1810530304.0,42283954176.0,47038545920.0,0.0,0.0
1556214927.552,49.904,7.267,40.354,0.322,0.0,2.154,10811493.0,5562722.0,2503686.0,8027474.0,2643763.0,7689565.0,2854819.0,7622012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25094983.0,6604862.0,0.0,0.0,0.0,0.0,2779286.0,7844259.0,54536419.0,59703520.0,0.0,54345728.0,4096.0,117116928.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9584.0,1.0,12538.0,0.0,0.0,0.0,0.0,8817332224.0,1810542592.0,42302353408.0,47017381888.0,0.0,0.0
1556214928.551,50.622,7.624,38.947,0.447,0.0,2.360,10887487.0,5677291.0,2559253.0,8079922.0,2683657.0,8009518.0,2904189.0,7669096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25194390.0,6663411.0,0.0,0.0,0.0,0.0,2802842.0,7595546.0,55067512.0,60226682.0,0.0,52486144.0,0.0,141127680.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9534.0,0.0,13446.0,0.0,0.0,0.0,0.0,8817778688.0,1810546688.0,42410065920.0,46909218816.0,0.0,0.0
1556214929.552,52.222,7.270,37.968,0.413,0.0,2.127,10803962.0,5576659.0,2509771.0,7545331.0,2661657.0,7542233.0,2839129.0,7099728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23662840.0,6560177.0,0.0,0.0,0.0,0.0,2793715.0,7623840.0,53177595.0,58358102.0,0.0,116097024.0,0.0,139616256.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11185.0,0.0,13108.0,0.0,0.0,0.0,0.0,8819716096.0,1810554880.0,42446954496.0,46870384640.0,0.0,0.0
